knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K25268	1452.63	full	all	1.000000	47	47	1048	1007	0.65	0.588	Poxviridae DNA polymerase [EC:2.7.7.7 3.1.11.-]
K25269	268.23	full	all	1.000000	46	46	357	281	1.15	0.590	Poxviridae ssDNA-binding phosphoprotein
K25270	141.53	full	all	1.000000	31	31	315	209	1.33	0.590	Poxviridae late transcription elongation factor H5
K25271	694.20	full	all	1.000000	72	69	446	430	0.65	0.588	tyramine oxidase subunit A [EC:1.4.3.-]
K25272	455.20	full	all	1.000000	83	78	448	379	0.74	0.592	tyramine oxidase subunit B [EC:1.4.3.-]
K25273	1372.27	full	all	1.000000	55	55	1388	1288	0.88	0.589	Poxviridae DNA-directed RNA polymerase 147 kDa subunit [EC:2.7.7.6]
K25274	1360.73	full	all	1.000000	55	55	1275	1160	0.85	0.590	Poxviridae DNA-directed RNA polymerase 133 kDa subunit [EC:2.7.7.6]
K25275	254.90	full	all	1.000000	47	47	478	263	0.87	0.589	Poxviridae DNA-directed RNA polymerase 30 kDa subunit [EC:2.7.7.6]
K25276	358.37	full	all	1.000000	47	47	385	304	0.89	0.589	Poxviridae DNA-directed RNA polymerase 35 kDa subunit [EC:2.7.7.6]
K25277	131.63	full	all	1.000000	47	42	211	186	0.88	0.591	Poxviridae DNA-directed RNA polymerase 22 kDa subunit [EC:2.7.7.6]
K25278	107.87	full	all	0.984127	46	32	72	63	1.13	0.887	Poxviridae DNA-directed RNA polymerase 7 kDa subunit [EC:2.7.7.6]
K25279	129.77	full	all	0.988506	49	44	274	172	1.35	0.589	Poxviridae DNA-directed RNA polymerase 19 kDa subunit [EC:2.7.7.6]
K25280	288.80	full	all	1.000000	145	126	288	230	0.86	0.592	Autographiviridae single-stranded DNA-binding protein
K25281	3055.43	full	all	1.000000	30	30	2492	2180	0.74	0.588	Enterovirus genome polyprotein
K25282	200.30	domain	all	0.932928	1904	1557	1202	375	4.91	0.590	iron-siderophore transport system substrate-binding protein
K25283	167.27	domain	all	0.967085	1764	1426	829	393	2.22	0.590	iron-siderophore transport system permease protein
K25284	272.77	domain	all	0.967695	1757	1383	779	358	1.42	0.590	iron-siderophore transport system permease protein
K25285	296.93	domain	all	0.972150	1776	1392	519	253	1.11	0.589	iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]
K25286	276.67	full	all	0.724608	2333	2149	2139	533	8.73	0.590	iron-siderophore transport system substrate-binding protein
K25287	223.70	full	all	0.964600	342	332	639	328	3.23	0.590	iron-desferrioxamine transport system substrate-binding protein
K25288	401.17	domain	trim	0.907033	1093	840	664	339	1.52	0.589	ferric hydroxamate/heme transport system permease protein
K25289	380.90	domain	trim	0.905762	1107	841	412	332	1.45	0.589	ferric hydroxamate/heme transport system permease protein
K25290	400.70	domain	trim	0.831391	870	608	535	273	1.41	0.590	ferric hydroxamate/heme transport system ATP-binding protein [EC:7.2.2.16]
K25291	406.90	full	all	1.000000	639	634	8137	1376	3.98	0.590	transmembrane protein 94
K25292	122.87	full	all	1.000000	489	368	1273	302	2.89	0.590	transmembrane protein 98
K25293	216.07	domain	all	0.225397	5	5	150	149	0.60	0.589	Enterovirus protease 2A [EC:3.4.22.29]
K25294	138.47	full	all	0.181746	4	4	99	99	0.54	0.592	Enterovirus protein 2B
K25295	155.70	domain	all	0.201852	4	4	111	110	0.52	0.591	Enterovirus protein 3AB
K25296	122.57	domain	all	0.172371	4	4	89	88	0.57	0.649	Enterovirus protein 3A
K25297	52.47	domain	all	0.395238	4	4	22	22	3.96	2.409	Enterovirus viral protein genome-linked
K25298	1137.70	domain	all	0.185881	4	4	645	645	0.49	0.593	Enterovirus protein 3CD
K25299	263.63	domain	all	0.160555	5	5	183	183	0.58	0.588	Enterovirus protease 3C [EC:3.4.22.28]
K25300	3174.73	full	all	1.000000	44	35	3031	2425	0.77	0.590	Alphavirus polyprotein P1234
K25301	862.10	full	all	1.000000	38	38	625	563	0.69	0.592	Mammarenavirus nucleoprotein [EC:3.1.13.-]
K25302	104.33	full	all	1.000000	38	37	124	91	0.88	0.625	Mammarenavirus RING finger protein Z
K25303	2555.57	full	all	1.000000	38	38	2548	2219	1.05	0.589	Mammarenavirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]
K25304	66.40	full	all	0.994493	883	814	1453	223	6.40	0.590	DNA-directed RNA polymerase III subunit RPC9
K25305	-	-	-	-	4	2	149	132	0.55	0.588	N,N-dimethylformamidase small subunit [EC:3.5.1.56]
K25306	-	-	-	-	2	2	232	231	0.44	0.595	HIV capsid protein
K25307	134.13	domain	all	0.744285	6962	5811	2452	252	11.21	0.590	low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]
K25308	280.33	domain	trim	0.765069	1500	1149	992	330	4.59	0.590	ferric hydroxamate/heme transport system substrate-binding protein
K25309	1066.20	full	all	1.000000	10	10	1257	1093	1.05	0.592	Rotavirus RNA-directed RNA polymerase [EC:2.7.7.48]
K25310	436.27	full	all	1.000000	8	8	1015	697	1.31	0.591	Rotavirus protein VP3 [EC:3.1.4.- 2.7.7.50 2.1.1.56]
K25311	2461.20	full	all	1.000000	4	4	1450	1434	0.50	0.587	Coltivirus RNA-directed RNA polymerase [EC:2.7.7.48]
K25312	-	-	-	-	2	2	1281	1275	0.41	0.592	Coltivirus RNA methyltransferase VP2 [EC:2.1.1.-]
K25313	-	-	-	-	2	2	1182	1182	0.40	0.591	Coltivirus protein VP3
K25314	737.33	full	all	0.989974	204	199	1568	1031	1.58	0.591	fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]
K25315	2516.07	full	all	1.000000	9	8	1229	1187	0.43	0.593	arabinokinase / fucokinase / arabinose-1-phosphate guanylyltransferase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.- 2.7.7.- 2.7.1.52 2.7.7.30]
K25316	355.40	full	all	0.846892	1738	1410	604	364	3.05	0.590	amino-acid racemase [EC:5.1.1.10]
K25317	409.77	full	all	0.936384	239	185	543	407	1.31	0.590	amino-acid racemase [EC:5.1.1.10]
K25318	115.87	full	trim	0.998056	520	505	4716	1363	5.06	0.590	meiosis inhibitor protein 1
K25319	-	-	-	-	2	2	233	233	0.41	0.592	Old World arenavirus glycoprotein GP2
K25320	325.00	full	all	1.000000	3	3	420	338	0.59	0.593	Norovirus protein p48
K25321	138.40	full	all	1.000000	3	3	217	193	0.71	0.588	Norovirus protein p22
K25322	147.43	full	all	1.000000	3	3	145	136	0.56	0.591	Norovirus viral genome-linked protein
K25323	907.37	full	all	1.000000	3	3	510	508	0.46	0.588	Norovirus RNA-directed RNA polymerase [EC:2.7.7.48]
K25324	543.30	full	all	1.000000	3	3	367	362	0.51	0.589	Norovirus NTPase [EC:3.6.1.15]
K25325	316.33	full	all	1.000000	3	3	181	181	0.45	0.592	Norovirus 3C-like protease [EC:3.4.22.66]
K25326	404.83	full	all	0.327561	8	8	265	250	0.86	0.589	Flavivirus non-structural protein 4B
K25327	604.03	domain	all	0.250149	8	8	362	352	0.59	0.588	Flavivirus non-structural protein 1
K25328	1145.37	full	all	0.276543	13	13	636	619	0.62	0.592	Flavivirus serine protease NS3 catalytic subunit [EC:3.4.21.91 3.6.1.15 3.6.4.13]
K25329	155.97	full	all	0.255556	7	7	132	130	0.69	0.591	Flavivirus serine protease subunit NS2B
K25330	178.13	domain	all	0.296503	8	8	127	127	0.80	0.591	Flavivirus non-structural protein 4A
K25331	196.90	full	all	0.222615	7	7	232	219	1.06	0.589	Flavivirus non-structural protein 2A
K25332	1612.60	full	all	0.276496	23	23	916	905	0.58	0.590	Flavivirus RNA-directed RNA polymerase NS5 [EC:2.1.1.56. 2.1.1.57 2.7.7.48]
K25333	4370.00	full	all	1.000000	6	6	2291	2207	0.46	0.590	Ebolavirus RNA-directed RNA polymerase L [EC:2.7.7.48 2.7.7.88 3.6.1.- 2.1.1.-]
K25334	602.40	full	all	1.000000	6	6	351	339	0.51	0.587	Ebolavirus polymerase cofactor VP35
K25335	1311.00	full	all	1.000000	6	6	767	743	0.53	0.589	Ebolavirus nucleoprotein
K25336	-	-	-	-	2	2	2331	2331	0.40	0.591	Marburgvirus RNA-directed RNA polymerase L [EC:2.7.7.48 2.7.7.88 3.6.1.- 2.1.1.-]
K25337	-	-	-	-	2	2	329	329	0.40	0.586	Marburgvirus polymerase cofactor VP35
K25338	-	-	-	-	2	2	695	695	0.41	0.588	Marburgvirus nucleoprotein
K25339	524.20	full	all	1.000000	8	8	643	597	1.12	0.588	Respirovirus phosphoprotein
K25340	947.97	full	all	1.000000	7	7	536	515	0.52	0.589	Respirovirus nucleoprotein
K25341	384.67	full	all	1.000000	18	18	320	297	0.76	0.590	Lyssavirus phosphoprotein
K25342	960.10	full	all	1.000000	18	18	451	450	0.44	0.591	Lyssavirus nucleoprotein
K25343	99.17	full	all	1.000000	357	335	853	283	3.60	0.590	adrenomedullin-2
K25344	86.57	full	all	0.978723	84	69	480	229	2.29	0.590	adrenomedullin-5
K25345	3140.07	full	all	1.000000	141	141	2408	2259	0.85	0.589	Peribunyaviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]
K25346	231.17	full	all	1.000000	137	131	355	235	1.44	0.590	Orthobunyavirus nucleoprotein
K25347	4985.20	full	all	1.000000	25	25	4520	3953	0.94	0.591	Orthonairovirus RNA-dependent RNA polymerase L [EC:2.7.7.48 3.4.19.12]
K25348	535.10	full	all	1.000000	34	34	730	490	1.26	0.589	Orthonairovirus nucleoprotein
K25349	817.43	full	all	0.980929	137	134	868	604	0.94	0.591	afamin
K25350	76.60	full	all	0.997485	669	595	1151	280	4.24	0.590	ALK and LTK ligand
K25351	254.23	domain	all	0.911121	128	127	670	336	3.09	0.590	lipocalin-1
K25352	251.63	domain	trim	0.882064	116	116	1558	374	3.42	0.590	odorant-binding protein 2
K25353	97.20	full	all	0.993994	169	164	937	301	2.66	0.590	glycodelin
K25354	112.00	full	all	0.997792	254	226	685	254	2.27	0.590	apolipoprotein M
K25355	51.00	full	all	1.000000	288	222	154	98	1.41	0.590	apelin receptor early endogenous ligand
K25356	643.97	domain	all	0.950320	509	466	1020	455	2.91	0.590	angiopoietin-related protein 1
K25357	253.57	domain	trim	0.991133	531	511	1363	325	1.93	0.590	angiopoietin-related protein 5
K25358	347.33	domain	all	0.956189	402	368	944	358	1.74	0.590	angiopoietin-related protein 7
K25359	779.50	full	all	0.963151	463	423	1301	603	2.18	0.590	angiopoietin-related protein 2
K25360	660.57	full	all	0.873924	271	266	1174	514	1.97	0.589	angiopoietin-related protein 6
K25361	198.67	domain	all	0.992712	709	681	2135	417	2.16	0.590	transmembrane 6 superfamily
K25362	107.80	full	all	0.995781	130	119	545	195	1.73	0.590	apolipoprotein C-IV
K25363	68.67	full	all	0.982248	346	332	2960	459	3.49	0.590	apolipoprotein F
K25364	-	-	-	-	2	2	372	371	0.43	0.591	lombricine kinase [EC:2.7.3.5]
K25365	468.70	full	all	0.988196	524	472	647	327	1.14	0.590	guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10]
K25366	49.90	full	all	0.997293	787	738	1197	305	4.91	0.590	LRP chaperone MESD
K25367	194.33	full	all	0.962139	422	343	1121	460	2.35	0.590	Ly-6/uPAR domain-containing protein 6
K25368	177.93	domain	all	0.953646	391	358	895	296	2.24	0.590	Ly-6/uPAR domain-containing protein 6B
K25369	128.40	domain	all	0.995556	137	113	516	206	1.85	0.589	Ly-6/neurotoxin-like protein 1
K25370	85.03	full	all	0.823254	559	506	1024	189	6.60	0.590	prostate and testis expressed protein
K25371	213.77	full	all	0.985643	106	103	660	332	1.58	0.591	Ly-6/uPAR domain-containing protein 8
K25372	252.73	domain	all	0.995984	131	125	820	318	1.19	0.591	testis-expressed protein 101
K25373	164.07	domain	all	0.996169	138	132	786	310	1.28	0.589	acrosomal protein SP-10
K25374	596.83	domain	all	0.772496	578	574	3511	625	5.54	0.590	bactericidal permeability-increasing protein
K25375	147.07	full	all	0.986728	439	420	1332	341	5.18	0.590	BPI fold-containing family A
K25376	256.97	full	all	0.920762	985	969	4085	669	7.27	0.590	BPI fold-containing family B
K25377	516.30	full	all	0.970446	283	277	1102	517	1.97	0.589	BPI fold-containing family C
K25378	3177.30	full	all	1.000000	166	159	2349	2161	0.55	0.593	calpain-type cysteine protease DEK1 [EC:3.4.22.-]
K25379	1006.00	full	all	1.000000	5	5	436	436	0.41	0.592	indole-3-acetyl-L-aspartate hydrolase [EC:3.5.1.134]
K25380	282.30	full	trim	1.000000	486	459	2130	649	2.85	0.590	zinc metalloprotease EGY, chloroplastic [EC:3.4.24.-]
K25381	116.80	full	trim	0.990881	385	326	1011	342	1.58	0.591	DOMON domain-contaning protein FRRS1L
K25382	125.47	full	all	1.000000	151	142	1046	532	2.31	0.590	protein MENT
K25383	247.30	full	all	1.000000	133	132	1207	397	2.18	0.591	protein C6orf15
K25384	84.27	full	all	1.000000	415	406	1818	437	3.03	0.590	protein LEG1
K25385	1295.93	full	all	0.994515	375	275	1049	761	0.47	0.587	BMP/retinoic acid-inducible neural-specific protein 1
K25386	1066.73	full	all	0.974681	854	791	1657	768	0.84	0.589	BMP/retinoic acid-inducible neural-specific protein 2/3
K25387	52.80	full	all	1.000000	117	106	307	133	1.59	0.590	protein GPR15L
K25388	237.20	full	all	1.000000	672	638	3754	862	2.49	0.590	kinesin-associated protein 3
K25389	97.20	domain	all	1.000000	580	559	1808	448	5.35	0.590	thioredoxin domain-containing protein 15
K25390	287.00	domain	trim	0.960794	110	89	350	182	0.93	0.589	centrin-4
K25391	489.63	full	all	1.000000	346	340	2414	721	1.41	0.589	drebrin
K25392	1794.00	full	all	0.790924	651	644	5705	1714	3.79	0.590	girdin
K25393	98.30	full	all	1.000000	406	385	1068	276	3.22	0.590	protein pitchfork
K25394	165.53	full	all	0.986020	308	290	1435	320	3.92	0.590	transmembrane protein 80
K25395	80.47	full	all	1.000000	601	583	2900	753	6.00	0.590	cilia- and flagella-associated protein 36
K25396	73.50	full	all	0.998569	365	350	1552	283	5.15	0.590	protein Flattop
K25397	201.20	full	all	1.000000	371	369	3363	1010	4.14	0.590	coiled-coil domain-containing protein 66
K25398	219.43	domain	all	1.000000	230	223	902	406	2.18	0.590	coiled-coil domain containing protein 68
K25399	375.67	full	all	0.994475	279	271	1928	700	1.90	0.590	coiled-coil domain containing protein 120
K25400	148.87	domain	all	0.998779	414	409	2162	743	4.05	0.590	sodium channel and clathrin linker 1
K25401	142.00	domain	all	0.991966	436	433	2352	740	3.21	0.590	leucine-rich repeat-containing protein 45
K25402	43.23	full	all	1.000000	119	116	955	247	4.38	0.590	cystin-1
K25403	155.77	full	all	1.000000	352	330	986	303	2.14	0.590	RILP-like protein 2
K25404	81.23	full	all	1.000000	411	371	542	240	1.93	0.590	protein RD3
K25405	72.70	full	all	1.000000	689	607	1394	377	6.23	0.590	regulator of G-protein signaling 9-binding protein
K25406	186.37	domain	all	0.987560	333	282	1036	239	1.42	0.591	microfibrillar-associated protein 2
K25407	543.80	domain	all	0.994036	271	254	506	360	0.72	0.590	microfibrillar-associated protein 3
K25408	535.63	domain	all	0.997151	377	353	1192	428	0.86	0.590	microfibrillar-associated protein 3-like
K25409	353.67	domain	all	0.880355	918	875	2310	387	3.52	0.590	microfibrillar-associated protein 4
K25410	144.20	full	trim	0.990654	357	312	531	247	1.82	0.590	microfibrillar-associated protein 5
K25411	81.53	full	all	1.000000	209	84	135	61	1.14	0.915	adropin
K25412	408.53	domain	trim	0.970121	139	137	1846	408	1.00	0.591	CD5 antigen-like protein
K25413	114.77	full	all	1.000000	117	105	456	143	1.45	0.589	colipase-like protein 2
K25414	191.60	full	all	0.985353	395	348	774	314	2.86	0.590	neurturin
K25415	195.23	full	all	0.978395	388	376	1337	423	4.02	0.590	artemin
K25416	180.70	full	all	0.975478	264	252	749	266	2.16	0.590	persephin
K25417	67.83	full	all	0.989691	487	432	1072	324	4.00	0.590	coiled-coil domain-containing protein 134
K25418	124.80	full	all	1.000000	431	392	566	202	2.11	0.590	cytokine-like protein 1
K25419	150.50	full	all	0.938973	274	254	664	250	3.20	0.590	dynein light chain Tctex-type 2
K25420	193.47	full	trim	0.971548	314	301	669	278	3.05	0.590	dynein light chain Tctex-type 4
K25421	188.37	domain	all	0.905606	459	432	918	285	4.51	0.590	dynein light chain Tctex-type 5
K25422	211.83	full	all	0.994139	2085	1707	665	264	2.32	0.590	7-methyl-GTP pyrophosphatase [EC:3.6.1.-]
K25423	185.50	domain	all	0.998374	309	309	4700	1604	4.87	0.590	dynein axonemal assembly factor 8
K25424	362.13	full	all	1.000000	383	381	2799	1230	2.35	0.590	dynein axonemal assembly factor 9
K25425	138.73	domain	all	0.995678	465	462	3187	613	5.74	0.590	leucine-rich repeat-containing protein 56
K25426	181.07	domain	all	0.991699	499	482	1865	389	3.85	0.590	PIH1 domain-containing protein 1
K25427	152.90	full	all	0.989396	386	376	1199	419	3.96	0.590	PIH1 domain-containing protein 2
K25428	907.33	full	all	0.981892	462	366	1393	562	0.92	0.591	leucine-rich repeat LGI family member 1
K25429	834.00	domain	all	0.989563	380	340	1405	612	0.67	0.590	leucine-rich repeat LGI family member 2
K25430	854.93	domain	all	0.971366	166	159	932	538	0.66	0.588	leucine-rich repeat LGI family member 4
K25431	294.70	domain	all	0.983309	369	364	1965	515	3.70	0.590	leucine-rich alpha-2-glycoprotein
K25432	310.27	domain	all	1.000000	440	421	753	456	0.99	0.590	leucine-rich repeat-containing protein 17
K25433	73.10	full	all	1.000000	481	411	354	185	3.52	0.590	liver-expressed antimicrobial peptide 2
K25434	287.10	full	all	0.993939	121	84	284	229	0.85	0.591	pyrimidine 5'-nucleotidase [EC:3.1.3.-]
K25435	505.60	full	all	0.988290	346	344	3269	782	1.82	0.590	putative bifunctional nucleoside triphosphate pyrophosphatase / methyltransferase [EC:3.6.1.- 2.1.1.-]
K25436	186.13	full	all	1.000000	271	266	1596	459	3.49	0.590	DNA-directed RNA polymerase I subunit RPA34
K25437	838.37	full	trim	0.916564	422	378	2376	956	2.09	0.590	oxidation resistance protein 1
K25438	215.40	domain	all	0.995169	135	106	396	193	0.76	0.589	lysozyme-like protein 4
K25439	89.63	full	all	0.994197	516	514	4535	693	4.89	0.590	cilia- and flagella-associated protein 100
K25440	68.53	full	all	0.996558	763	727	2416	422	7.68	0.590	CFAP73 family protein
K25441	77.70	full	all	1.000000	560	546	2215	661	6.84	0.590	meiosis-specific nuclear structural protein 1
K25442	766.63	full	all	0.843038	665	655	5772	939	3.12	0.590	nuclear receptor coactivator 7
K25443	204.57	domain	all	0.999169	612	603	2427	593	4.06	0.590	dynein regulatory complex subunit 3
K25444	814.83	full	all	0.974343	477	320	989	484	0.95	0.590	noelin
K25445	790.67	full	all	0.949866	420	354	956	484	1.07	0.590	noelin-2
K25446	753.30	full	all	0.986058	480	400	913	458	0.97	0.591	noelin-3
K25447	322.70	full	all	0.998203	844	836	1962	645	3.03	0.590	olfactomedin-4
K25448	268.53	full	all	0.991463	805	756	1084	423	1.22	0.590	olfactomedin-like protein 1/3
K25449	460.10	full	all	0.997980	757	748	4148	741	1.34	0.590	olfactomedin-like protein 2
K25450	197.63	domain	all	0.994737	577	567	2370	607	4.37	0.590	dynein regulatory complex subunit 5
K25451	385.43	full	all	0.986995	591	585	5467	1220	5.03	0.590	dynein regulatory complex subunit 7
K25452	149.43	domain	all	0.980930	573	529	1341	257	3.32	0.590	dynein regulatory complex subunit 8
K25453	49.87	domain	all	0.998656	897	745	786	283	5.06	0.590	cocaine- and amphetamine-regulated transcript protein
K25454	198.87	full	trim	0.946954	242	232	1211	279	2.81	0.590	cryptic protein
K25455	205.13	full	all	0.842461	345	331	1218	369	4.70	0.590	teratocarcinoma-derived growth factor 1
K25456	267.90	domain	all	0.976039	238	190	324	212	0.90	0.591	ropporin-1
K25457	256.57	full	all	0.966245	517	489	2016	294	2.47	0.590	ropporin-1-like protein
K25458	287.50	domain	trim	0.993435	458	457	4695	1698	4.09	0.590	radial spoke head protein 10B
K25459	115.40	domain	trim	0.994648	479	463	1242	391	5.24	0.590	radial spoke head protein 14
K25460	454.23	full	all	0.994382	532	531	8608	1279	3.92	0.590	cilia- and flagella-associated protein 61
K25461	334.03	full	all	0.952156	562	554	4887	1030	6.33	0.590	cilia- and flagella-associated protein 91
K25462	52.13	full	trim	0.980392	108	97	711	265	3.57	0.590	opiorphin prepropeptide and related proteins
K25463	678.13	full	all	1.000000	4	4	573	506	0.59	0.588	cytochrome P450 monooxygenase CloA [EC:1.14.13.-]
K25464	101.20	full	all	0.995556	124	116	380	222	3.57	0.590	secretoglobin family 1A (uteroglobin)
K25465	92.73	full	all	0.993266	160	146	601	273	2.76	0.590	secretoglobin family 1C
K25466	75.47	full	all	0.986793	218	192	428	207	4.33	0.590	secretoglobin family 1D
K25467	89.27	full	all	0.987160	202	192	268	159	2.49	0.590	secretoglobin family 2A (mammaglobin)
K25468	77.20	full	all	1.000000	148	139	421	242	2.62	0.590	secretoglobin family 2B
K25469	56.50	full	all	0.997669	244	212	677	177	3.07	0.590	secretoglobin family 3A
K25470	135.03	full	all	0.998299	997	586	1699	359	2.25	0.590	cilia- and flagella-associated protein 20
K25471	257.70	full	all	1.000000	555	543	2623	785	5.73	0.590	cilia- and flagella-associated protein 206
K25472	57.50	domain	all	0.966610	742	729	2710	542	5.61	0.590	stabilizer of axonemal microtubules
K25473	228.07	full	all	0.998693	387	383	1667	625	3.28	0.590	basal body-orientation factor 1
K25474	58.13	domain	trim	1.000000	557	505	627	200	5.64	0.590	protein FAM183
K25475	168.10	full	all	0.996429	859	837	1758	474	4.98	0.590	RIB43A-like with coiled-coils protein
K25476	96.87	full	trim	0.999002	1061	1002	1748	305	4.97	0.590	protein CREG
K25477	147.70	full	all	1.000000	631	591	1504	427	3.61	0.590	corticotropin-releasing factor-binding protein
K25478	387.03	full	all	0.816189	147	134	1307	338	1.53	0.591	cancer/testis antigen 55
K25479	164.80	full	all	0.987654	132	126	816	332	2.68	0.590	DAN domain family member 5
K25480	137.70	full	all	1.000000	25	17	287	215	0.95	0.588	dermcidin
K25481	470.93	domain	all	0.849751	426	379	1409	493	2.67	0.590	secreted frizzled-related protein 3
K25482	113.30	full	all	0.984118	69	62	437	207	1.87	0.590	galanin-like peptide
K25483	50.47	full	all	0.964936	439	401	861	231	3.35	0.590	glycoprotein hormone alpha-2
K25484	108.37	full	all	0.994129	579	512	852	203	2.76	0.590	glycoprotein hormone beta-5
K25485	230.33	full	all	1.000000	37	37	675	334	1.55	0.589	regulator of V-ATPase in vacuolar membrane protein 2
K25486	-	-	-	-	2	2	493	490	0.40	0.587	cucurbitadienol 19-hydroxylase [EC:1.14.14.-]
K25487	1105.97	full	all	1.000000	6	6	509	507	0.43	0.593	19-hydroxycucurbitadienol 25-hydroxylase [EC:1.14.14.-]
K25488	1051.73	full	all	1.000000	6	6	512	503	0.44	0.591	11-carbonyl-20beta-hydroxycucurbitadienol 2-hydroxylase [EC:1.14.14.-]
K25489	1133.00	full	all	0.933333	11	9	521	515	0.47	0.594	cholesterol 22-hydroxylase [EC:1.14.14.-]
K25490	968.23	full	all	1.000000	15	12	522	507	0.45	0.590	22-hydroxycholesterol 26-hydroxylase [EC:1.14.14.-]
K25491	881.83	full	all	1.000000	6	6	478	436	0.45	0.588	cucurbitacin acetyltransferase [EC:2.3.1.-]
K25492	660.37	full	all	1.000000	14	13	342	340	0.47	0.593	22,26-dihydroxycholesterol 16alpha-hydroxylase [EC:1.14.11.-]
K25493	99.23	domain	all	0.998505	695	673	2680	427	3.97	0.590	dickkopf 3
K25494	471.17	full	all	0.913909	513	375	695	398	1.89	0.590	MFS transporter, CP family, 2-nitroimidazole transporter
K25495	259.77	full	all	0.998198	433	278	391	265	1.23	0.589	AraC family transcriptional regulator, regulator of nimT
K25496	154.10	full	all	1.000000	47	47	380	269	2.09	0.590	adenosylcobalamin phosphodiesterase
K25497	447.87	full	all	1.000000	21	20	546	514	1.11	0.589	5-hydroxybenzimidazole methyltransferase [EC:2.1.1.-]
K25498	629.53	full	all	1.000000	14	14	465	441	0.65	0.591	5-methoxybenzimidazole methyltransferase
K25499	593.20	full	all	0.780220	25	25	800	510	2.13	0.590	5-methoxy-6-methylbenzimidazole methyltransferase
K25500	-	-	-	-	1	1	105	105	0.39	0.585	Cyanophage dATP/dGTP diphosphohydrolase [EC:3.6.1.-]
K25501	240.47	full	all	1.000000	6	6	200	171	0.64	0.589	Vibrio phage dATP triphosphohydrolase [EC:3.1.5.-]
K25502	-	-	-	-	1	1	584	584	0.39	0.589	Influenza B virus hemagglutinin
K25503	226.80	full	all	1.000000	59	45	809	541	2.83	0.590	DNA import protein CedB
K25504	172.80	full	all	1.000000	60	45	693	414	2.90	0.590	DNA import protein CedA
K25505	111.23	full	all	1.000000	59	38	117	82	0.77	0.694	DNA import protein CedA1
K25506	56.07	full	all	1.000000	8	6	55	51	1.51	1.086	DNA import protein CedA2
K25507	110.83	domain	all	0.963926	831	741	1088	203	3.66	0.590	high mobility group B protein, plant
K25508	99.40	full	all	1.000000	45	40	197	104	0.94	0.590	Orthopoxvirus phosphoprotein F17
K25509	303.47	domain	all	0.995858	1093	1092	20040	2001	5.18	0.590	beta/gamma crystallin domain-containing protein
K25510	108.83	full	all	1.000000	166	153	859	358	4.88	0.590	DNA double-strand break repair nuclease NurA [EC:3.1.-.-]
K25511	107.43	full	all	1.000000	402	386	1308	430	2.16	0.590	draxin
K25512	172.50	full	all	1.000000	367	305	601	230	0.69	0.590	dermatopontin
K25513	231.53	full	all	1.000000	220	214	1013	352	1.55	0.590	sperm acrosome membrane-associated protein 1
K25514	93.87	full	all	0.988440	301	299	2316	468	4.06	0.590	sperm acrosome membrane-associated protein 6
K25515	91.13	full	all	0.985219	104	100	772	331	3.26	0.590	sperm acrosome membrane-associated protein 7
K25516	112.20	full	all	1.000000	317	304	993	389	3.23	0.590	sperm acrosome membrane-associated protein 9
K25517	347.03	full	all	0.991480	248	235	637	391	1.68	0.591	mevalonate 5-phosphate dehydratase large subunit [EC:4.2.1.-]
K25518	479.83	full	all	0.977828	250	233	662	433	1.92	0.590	trans-anhydromevalonate 5-phosphate decarboxylase [EC:4.1.1.-]
K25519	391.17	full	all	1.000000	49	34	337	320	0.47	0.586	putative sporulation hydrolase
K25520	315.07	full	all	1.000000	22	17	206	173	0.48	0.591	prenyl-diphosphate phosphatase [EC:3.6.1.76]
K25521	4320.47	full	all	1.000000	7	7	2240	2233	0.48	0.593	Respirovirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375]
K25522	-	-	-	-	1	1	504	504	0.39	0.591	marmesin synthase [EC:1.14.14.66]
K25523	984.07	full	all	1.000000	4	4	510	504	0.44	0.587	cytochrome P450 family 71 subfamily AZ [EC:1.14.14.-]
K25524	783.20	full	all	0.987654	77	40	552	502	0.69	0.590	paerucumarin biosynthesis protein PvcC [EC:1.14.-.-]
K25525	487.00	full	all	1.000000	23	11	218	215	0.41	0.591	paerucumarin biosynthesis protein PvcD
K25526	156.67	full	all	1.000000	181	158	353	164	1.19	0.591	epididymal secretory protein E3
K25527	580.57	domain	all	0.986087	369	366	1705	664	0.93	0.590	epidermal growth factor-like protein 6
K25528	231.17	full	all	0.998051	291	256	328	263	1.21	0.590	phosphoserine phosphatase [EC:3.1.3.3]
K25529	102.10	domain	all	0.983666	279	271	1972	453	3.33	0.590	izumo sperm-egg fusion protein 1
K25530	404.80	domain	all	0.963030	136	128	708	313	0.86	0.591	sperm-egg fusion protein Juno
K25531	147.77	full	trim	0.968826	224	188	476	210	2.53	0.590	sperm axonemal maintenance protein CFAP97D1
